"element","element-content-type","element-content","attribute","attribute-content"
"head","text","Frame 3/9 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04052a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04053a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04053a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04053a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04053a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04054a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04054a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04054a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 4/9 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04054a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04055a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04055a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04055a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04055a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04056a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04056a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04056a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 5/9 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04056a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04057a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04057a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04057a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04057a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04058a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04058a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04058a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 6/9 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04058a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04059a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04059a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04059a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04059a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04060a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04060a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04060a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 7/9 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04060a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04061a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04061a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04061a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04061a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04062a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04062a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04062a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 8/9 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04062a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04063a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04063a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04063a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04063a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04064a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04064a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04064a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 9/9 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04064a"
"body","elements","|div||div|","",""
"div","elements","|p|","type","bibliography"
"div","elements","|p|","subtype","citations"
"div","elements","|p|","org","uniform"
"div","elements","|p|","sample","complete"
"div","elements","|p|","part","N"
"p","mixed","<<ref>>.","",""
"ref","text","Original record","target","http://sunsite.berkeley.edu/cgi-bin/apisdb/record/2678"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","type","figure"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","org","uniform"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","sample","complete"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","part","N"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/9 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04047a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/9 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP04047a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/9 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP04047a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/9 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP04047a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/9 verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP04048a"
"figure","elements","|figDesc||graphic||head|","",""
