element	element-content-type	element-content	attribute	attribute-content
div	elements	|listBibl||p|	subtype	citations
div	elements	|listBibl||p|	org	uniform
div	elements	|listBibl||p|	sample	complete
div	elements	|listBibl||p|	part	N
listBibl	elements	|bibl||bibl|	default	false
bibl	mixed	P.Tebt., III.894<<note>>	default	false
note	text	On Fr. 2, line 7 see BL v. 8, p. 496; on Fr. 2, line 42 see BL v. 3, p. 247; on Fr. 6, Recto, line 8 see BL v. 9, p. 359.	anchored	true
bibl	text	P.Tebt.:3.2:894	type	ddbdp
bibl	text	P.Tebt.:3.2:894	default	false
p	mixed	<<ref>>.		
ref	text	Original record	target	http://sunsite.berkeley.edu/cgi-bin/apisdb/record/491
listBibl	elements	|bibl||bibl|	default	false
bibl	mixed	P.Tebt., III.894<<note>>	default	false
note	text	On Fr. 2, line 7 see BL v. 8, p. 496; on Fr. 2, line 42 see BL v. 3, p. 247; on Fr. 6, Recto, line 8 see BL v. 9, p. 359.	anchored	true
bibl	text	P.Tebt.:3.2:894	type	ddbdp
bibl	text	P.Tebt.:3.2:894	default	false
bibl	mixed	P.Tebt., III.894<<note>>	default	false
note	text	On Fr. 2, line 7 see BL v. 8, p. 496; on Fr. 2, line 42 see BL v. 3, p. 247; on Fr. 6, Recto, line 8 see BL v. 9, p. 359.	anchored	true
note	text	On Fr. 2, line 7 see BL v. 8, p. 496; on Fr. 2, line 42 see BL v. 3, p. 247; on Fr. 6, Recto, line 8 see BL v. 9, p. 359.	anchored	true
bibl	text	P.Tebt.:3.2:894	type	ddbdp
bibl	text	P.Tebt.:3.2:894	default	false
p	mixed	<<ref>>.		
ref	text	Original record	target	http://sunsite.berkeley.edu/cgi-bin/apisdb/record/491
ref	text	Original record	target	http://sunsite.berkeley.edu/cgi-bin/apisdb/record/491
div	elements	|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|	type	figure
div	elements	|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|	org	uniform
div	elements	|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|	sample	complete
div	elements	|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|	part	N
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01550a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01550a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01550a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01550a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01551a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01551a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01551a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01551a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01552a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01552a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01552a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01552a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01553a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01553a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01553a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01553a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01554a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01554a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01554a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01554a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01555a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01555a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01555a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01555a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01556a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01556a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01556a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01556a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01557a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01557a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01557a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01557a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01558a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01558a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01558a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01558a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01559a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01559a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01559a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01559a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01560a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01560a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01560a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01560a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01561a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01561a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01561a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01561a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01562a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01562a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01562a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01562a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01563a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01563a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01563a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01563a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01564a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01564a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01564a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01564a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01565a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01565a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Verso.		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01565a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/16 Verso.		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01565a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/16 Recto.		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01566a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/16 Recto.		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01566a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/16 Recto.		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP01566a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/16 Recto.		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP01566a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/16 Verso.		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP01567a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/16 Verso.		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP01567a
figure	elements	|figDesc||graphic||head|		
